id_pagamento,id_pedido,valor_pago,data_pagamento,metodo_pagamento
4437,6178,550.58,2023-02-12,Boleto
4438,9857,431.12,2023-11-14,Cartão de Débito
4439,7945,755.18,2023-06-26,Boleto
4440,3940,1041.39,2024-11-26,Pix
4441,9857,929.91,2024-05-05,Cartão de Débito
4442,8217,545.05,2023-08-18,Cartão de Crédito
4443,2304,75.35,2024-10-10,Cartão de Crédito
4444,9769,1043.38,2024-07-16,Cartão de Débito
4445,7067,836.19,2023-02-06,Boleto
4446,3045,1766.6,2024-02-18,Cartão de Crédito
4447,9572,1037.18,2024-06-27,Cartão de Crédito
4448,6413,1072.75,2021-12-26,Boleto
4449,7096,1737.44,2022-09-27,Boleto
4450,1111,1354.8,2023-07-27,Pix
4451,1691,1294.28,2022-06-04,Boleto
4452,4988,770.49,2021-12-17,Pix
4453,6443,981.79,2022-01-26,Cartão de Crédito
4454,8566,1184.99,2023-06-25,Pix
4455,5686,557.5,2022-12-05,Boleto
4456,2101,569.64,2024-05-29,Cartão de Débito
4457,4667,1252.1,2024-02-23,Pix
4458,8793,1909.11,2023-12-08,Cartão de Crédito
4459,9068,569.39,2022-01-29,Cartão de Débito
4460,8418,1128.47,2023-02-22,Cartão de Débito
4461,9023,1936.54,2023-07-05,Cartão de Crédito
4462,5124,1215.17,2023-08-14,Cartão de Débito
4463,9421,305.48,2024-02-19,Cartão de Débito
4464,6374,1713.85,2024-02-11,Boleto
4465,6081,179.92,2024-07-11,Cartão de Crédito
4466,7291,341.09,2024-06-08,Cartão de Crédito
4467,1859,220.42,2024-08-04,Pix
4468,8132,792.0,2023-09-04,Cartão de Débito
4469,1194,1636.31,2023-03-07,Boleto
4470,563,672.95,2023-03-28,Cartão de Débito
4471,2288,1868.23,2022-02-13,Pix
4472,2703,562.45,2024-09-21,Pix
4473,5950,267.41,2024-01-01,Pix
4474,5116,1367.03,2023-10-10,Boleto
4475,7501,926.22,2024-10-06,Cartão de Débito
4476,8201,159.31,2024-06-27,Cartão de Crédito
4477,9087,1406.09,2022-05-28,Pix
4478,5375,1380.39,2022-04-17,Cartão de Débito
4479,3357,673.07,2022-08-06,Cartão de Débito
4480,1745,197.37,2022-01-18,Cartão de Crédito
4481,6622,326.08,2022-03-25,Cartão de Débito
4482,6603,1401.0,2022-06-30,Cartão de Crédito
4483,2545,1994.97,2024-01-27,Cartão de Crédito
4484,7104,558.04,2022-11-21,Cartão de Crédito
4485,7280,1814.21,2021-12-11,Boleto
4486,1046,1118.16,2022-04-20,Boleto
4487,6215,1368.94,2023-03-31,Boleto
4488,5471,1903.59,2023-02-08,Cartão de Débito
4489,6955,1262.07,2023-11-07,Pix
4490,3817,231.0,2023-06-29,Pix
4491,1870,776.14,2024-05-17,Cartão de Crédito
4492,6311,1846.16,2024-11-08,Pix
4493,4018,1226.31,2023-12-07,Pix
4494,9978,649.74,2024-11-22,Cartão de Crédito
4495,231,1853.48,2024-10-16,Cartão de Crédito
4496,7796,163.41,2024-05-01,Cartão de Crédito
4497,2423,756.24,2023-05-15,Boleto
4498,1603,962.67,2023-04-02,Cartão de Crédito
4499,7603,642.86,2023-12-03,Boleto
4500,2309,1603.97,2024-02-28,Pix
4501,5434,1138.69,2024-09-16,Pix
4502,4652,945.93,2023-10-07,Pix
4503,3906,1451.98,2024-02-18,Boleto
4504,541,942.22,2024-07-03,Boleto
4505,5119,1678.16,2023-05-29,Boleto
4506,8530,1964.46,2023-09-23,Boleto
4507,6636,952.6,2024-06-12,Boleto
4508,4313,547.98,2024-02-17,Boleto
4509,3682,798.22,2023-10-10,Cartão de Débito
4510,7897,272.62,2024-03-03,Boleto
4511,27,369.37,2023-06-06,Cartão de Débito
4512,9107,1963.46,2024-06-22,Pix
4513,4767,1418.41,2024-02-12,Cartão de Crédito
4514,7028,706.6,2024-11-09,Cartão de Débito
4515,7977,1544.99,2023-11-28,Cartão de Débito
4516,2539,60.55,2023-09-23,Pix
4517,188,1279.98,2022-02-23,Boleto
4518,9712,851.29,2023-07-25,Cartão de Débito
4519,1475,1829.09,2023-06-08,Pix
4520,4668,1366.09,2023-01-27,Cartão de Crédito
4521,1548,1765.35,2023-07-21,Cartão de Crédito
4522,1610,1945.56,2022-11-16,Boleto
4523,4710,1404.99,2022-06-23,Boleto
4524,2318,683.85,2022-05-20,Boleto
4525,6504,1961.85,2024-06-20,Pix
4526,7439,860.53,2024-08-13,Cartão de Crédito
4527,3555,1726.72,2022-03-28,Boleto
4528,5612,1417.44,2024-10-10,Pix
4529,7401,783.33,2023-05-16,Cartão de Crédito
4530,8036,1145.24,2022-11-14,Cartão de Débito
4531,6789,471.94,2022-04-06,Boleto
4532,4284,1299.05,2023-09-07,Cartão de Crédito
4533,337,1860.39,2023-09-14,Cartão de Crédito
4534,1500,880.51,2024-03-04,Cartão de Débito
4535,5965,310.59,2024-02-11,Pix
4536,5541,1502.7,2022-09-17,Boleto
4537,7282,873.93,2023-09-03,Pix
4538,5473,874.96,2022-09-14,Pix
4539,1029,285.96,2021-12-15,Pix
4540,8970,957.0,2024-11-29,Pix
4541,690,1639.52,2024-04-30,Boleto
4542,2138,872.45,2023-11-07,Pix
4543,382,495.39,2023-12-16,Boleto
4544,7768,567.27,2021-12-28,Cartão de Crédito
4545,3010,1912.4,2022-06-15,Boleto
4546,1953,456.29,2023-01-01,Boleto
4547,5267,827.82,2022-06-06,Cartão de Crédito
4548,2466,316.56,2023-11-05,Boleto
4549,9512,1074.99,2023-01-09,Cartão de Crédito
4550,5190,1715.22,2023-10-02,Boleto
4551,3806,1191.26,2023-06-09,Pix
4552,9091,753.86,2024-07-19,Cartão de Débito
4553,7976,1091.16,2023-02-24,Cartão de Crédito
4554,9245,1451.13,2023-11-27,Boleto
4555,984,564.18,2023-01-26,Cartão de Débito
4556,2050,676.59,2023-08-21,Boleto
4557,7124,739.11,2024-09-20,Cartão de Débito
4558,4991,972.21,2022-05-15,Pix
4559,527,1771.48,2021-12-09,Boleto
4560,2290,312.16,2022-08-21,Pix
4561,3426,1553.37,2022-03-06,Pix
4562,7606,566.4,2024-04-25,Pix
4563,6884,22.67,2023-08-13,Boleto
4564,1106,1890.25,2022-07-15,Boleto
4565,4651,1430.89,2022-09-12,Cartão de Débito
4566,5692,175.38,2024-06-07,Boleto
4567,9162,343.7,2021-12-01,Pix
4568,5207,823.54,2024-02-23,Cartão de Débito
4569,2224,1777.72,2023-07-13,Pix
4570,1478,715.15,2023-06-16,Pix
4571,9171,554.44,2024-03-27,Cartão de Crédito
4572,2660,131.38,2022-02-27,Boleto
4573,8589,1803.02,2022-12-29,Cartão de Crédito
4574,7422,1858.6,2022-10-03,Pix
4575,1516,1983.84,2023-07-16,Cartão de Crédito
4576,1341,280.09,2022-06-01,Pix
4577,1032,111.3,2024-01-06,Cartão de Crédito
4578,605,78.18,2023-12-21,Cartão de Crédito
4579,6181,915.08,2022-04-01,Cartão de Débito
4580,5637,1018.91,2023-10-09,Boleto
4581,5822,1968.46,2024-09-18,Cartão de Débito
4582,8382,540.27,2022-03-26,Cartão de Crédito
4583,8246,25.58,2024-10-04,Pix
4584,1756,76.92,2024-04-18,Cartão de Débito
4585,7217,1728.95,2024-08-18,Boleto
4586,3851,66.6,2024-10-07,Cartão de Débito
4587,9920,1824.83,2022-03-13,Cartão de Crédito
4588,7567,1105.32,2022-04-29,Cartão de Débito
4589,8808,1331.55,2022-01-02,Boleto
4590,222,1895.99,2024-03-16,Pix
4591,2522,556.59,2024-05-23,Boleto
4592,9826,501.46,2022-02-11,Pix
4593,8384,336.64,2022-05-30,Pix
4594,1901,1563.71,2023-09-11,Cartão de Débito
4595,5592,913.0,2022-10-24,Pix
4596,1686,1686.24,2024-10-12,Cartão de Crédito
4597,719,1224.83,2022-07-30,Boleto
4598,7400,214.59,2023-10-06,Boleto
4599,7330,144.72,2024-03-03,Pix
4600,8304,1887.86,2024-01-30,Pix
4601,9472,1407.79,2023-01-05,Cartão de Crédito
4602,5125,887.56,2024-08-18,Pix
4603,6435,91.01,2022-03-19,Cartão de Crédito
4604,3128,726.33,2023-10-08,Cartão de Débito
4605,328,154.4,2022-10-04,Pix
4606,7535,1719.31,2023-06-21,Cartão de Crédito
4607,5772,1403.13,2024-11-25,Cartão de Crédito
4608,3009,1759.4,2022-05-09,Boleto
4609,3706,1137.09,2024-06-08,Pix
4610,5706,1216.21,2022-05-16,Boleto
4611,7790,1299.83,2023-12-12,Boleto
4612,2531,286.38,2022-09-11,Boleto
4613,3192,128.18,2024-05-06,Cartão de Débito
4614,1690,33.51,2023-09-19,Pix
4615,5203,782.47,2023-10-15,Cartão de Débito
4616,6436,364.58,2023-11-29,Cartão de Crédito
4617,1380,532.76,2024-02-24,Pix
4618,9308,1945.04,2023-07-05,Pix
4619,2596,1277.4,2024-02-22,Pix
4620,1276,1896.91,2022-12-03,Boleto
4621,9359,675.89,2022-02-22,Boleto
4622,5708,1860.82,2024-03-16,Cartão de Crédito
4623,7929,1931.24,2024-04-29,Boleto
4624,6290,846.95,2023-06-29,Boleto
4625,2460,855.97,2023-06-07,Boleto
4626,4736,1537.56,2022-10-13,Pix
4627,4385,1672.31,2023-02-20,Boleto
4628,7516,669.57,2022-11-21,Cartão de Crédito
4629,3780,1543.86,2022-10-15,Boleto
4630,5491,405.63,2024-11-06,Cartão de Crédito
4631,1920,830.53,2023-02-18,Boleto
4632,5786,383.12,2022-08-01,Cartão de Crédito
4633,3472,1808.0,2023-08-21,Cartão de Débito
4634,7533,1636.9,2023-08-14,Boleto
4635,146,213.67,2023-01-19,Boleto
4636,1685,1610.4,2022-11-13,Pix
4637,121,1815.2,2022-09-02,Cartão de Crédito
4638,2406,1152.39,2024-05-28,Pix
4639,2749,1581.68,2023-03-27,Boleto
4640,9776,901.61,2022-04-05,Boleto
4641,7820,1437.92,2022-08-17,Cartão de Crédito
4642,4856,1425.79,2021-12-22,Cartão de Débito
4643,9904,797.37,2024-08-21,Cartão de Débito
4644,490,1898.21,2023-04-13,Boleto
4645,6591,1020.27,2022-06-27,Cartão de Débito
4646,8179,289.44,2022-10-18,Cartão de Crédito
4647,8052,382.44,2021-12-02,Pix
4648,6852,1536.47,2023-07-09,Pix
4649,8309,1766.71,2022-09-13,Cartão de Crédito
4650,7304,1035.4,2024-09-24,Cartão de Débito
4651,3010,979.08,2024-04-02,Pix
4652,5799,1433.06,2023-08-21,Cartão de Crédito
4653,5331,562.72,2024-02-22,Cartão de Crédito
4654,906,1841.21,2024-05-03,Pix
4655,1900,573.83,2024-02-02,Cartão de Débito
4656,1086,511.74,2023-12-21,Pix
4657,4990,406.34,2023-04-24,Pix
4658,4691,259.8,2024-02-25,Boleto
4659,5216,1586.95,2024-10-19,Cartão de Crédito
4660,2963,269.35,2024-08-26,Pix
4661,4783,809.51,2023-02-28,Cartão de Débito
4662,9991,1723.66,2022-01-02,Cartão de Crédito
4663,9905,1561.78,2023-02-19,Boleto
4664,5258,437.63,2021-12-13,Pix
4665,7040,409.17,2023-05-07,Cartão de Crédito
4666,3744,712.87,2023-04-11,Boleto
4667,6175,962.68,2022-04-17,Pix
4668,2900,145.61,2022-01-11,Pix
4669,2982,1358.93,2022-01-06,Boleto
4670,8982,1176.64,2022-04-29,Cartão de Crédito
4671,4495,1449.19,2022-08-06,Boleto
4672,8239,873.19,2022-07-18,Cartão de Débito
4673,4947,630.5,2024-09-21,Pix
4674,1408,1702.02,2023-08-13,Cartão de Crédito
4675,443,1607.66,2024-10-12,Boleto
4676,1344,1263.92,2024-01-11,Cartão de Crédito
4677,6811,655.68,2023-10-28,Boleto
4678,3412,553.65,2021-12-24,Cartão de Crédito
4679,4221,1787.78,2023-09-03,Cartão de Crédito
4680,4009,1099.82,2022-04-26,Cartão de Crédito
4681,8700,1294.03,2022-04-30,Cartão de Crédito
4682,7858,844.72,2024-10-22,Cartão de Crédito
4683,9887,1364.11,2024-02-27,Boleto
4684,7854,1636.22,2023-12-10,Cartão de Débito
4685,8854,1561.25,2024-11-15,Pix
4686,789,1740.43,2022-09-06,Pix
4687,5970,1098.5,2022-04-04,Cartão de Crédito
4688,2200,315.69,2023-06-28,Boleto
4689,1475,1173.12,2023-04-24,Cartão de Débito
4690,427,1512.62,2024-08-05,Cartão de Débito
4691,3033,906.55,2022-01-20,Cartão de Débito
4692,8973,1918.69,2023-04-10,Boleto
4693,7163,1387.38,2023-11-18,Pix
4694,9788,780.46,2023-12-07,Boleto
4695,6335,1734.81,2022-02-02,Boleto
4696,8727,1686.57,2022-11-06,Cartão de Crédito
4697,6111,1378.17,2024-01-14,Pix
4698,4105,584.35,2024-11-18,Pix
4699,9667,1008.69,2024-10-27,Boleto
4700,320,186.59,2022-01-18,Cartão de Crédito
4701,7943,514.9,2023-09-24,Boleto
4702,9018,1908.76,2023-09-07,Cartão de Débito
4703,4340,650.67,2023-07-06,Pix
4704,5181,1802.94,2022-07-15,Cartão de Débito
4705,6211,1252.66,2022-09-01,Cartão de Débito
4706,1571,1117.32,2023-08-04,Pix
4707,3620,1356.05,2024-07-20,Cartão de Débito
4708,8381,959.0,2024-08-15,Pix
4709,768,244.07,2022-04-02,Cartão de Débito
4710,3233,998.51,2022-06-10,Cartão de Crédito
4711,8031,1533.61,2023-02-07,Cartão de Débito
4712,3315,169.28,2024-05-13,Cartão de Débito
4713,391,1418.51,2023-07-22,Pix
4714,6564,394.14,2024-09-06,Boleto
4715,9663,701.56,2022-04-22,Cartão de Débito
4716,1084,1175.16,2024-01-30,Boleto
4717,390,703.79,2024-05-15,Cartão de Crédito
4718,3980,1012.51,2022-10-12,Boleto
4719,1773,964.11,2023-09-07,Boleto
4720,6486,1689.2,2022-03-13,Boleto
4721,7933,1796.85,2024-11-17,Cartão de Crédito
4722,4019,1633.42,2022-10-28,Cartão de Crédito
4723,3588,1276.2,2022-06-25,Pix
4724,4072,111.24,2023-07-25,Cartão de Débito
4725,3503,606.41,2024-04-17,Cartão de Débito
4726,2054,1400.19,2024-02-08,Cartão de Débito
4727,2277,339.22,2024-10-25,Pix
4728,6958,803.28,2024-04-29,Pix
4729,6206,1903.87,2023-02-23,Boleto
4730,5101,397.19,2023-12-15,Cartão de Débito
4731,3493,1532.78,2024-01-07,Pix
4732,4798,1311.45,2024-01-10,Pix
4733,8873,1696.52,2024-04-23,Pix
4734,4221,1331.28,2023-02-14,Cartão de Crédito
4735,6813,1831.56,2022-03-29,Cartão de Crédito
4736,583,1641.21,2022-08-24,Cartão de Crédito
4737,3796,474.55,2022-07-23,Boleto
4738,347,251.6,2024-11-26,Pix
4739,8902,1581.2,2023-08-25,Cartão de Débito
4740,137,1517.88,2022-01-18,Boleto
4741,9789,1977.76,2024-06-23,Cartão de Débito
4742,1562,71.4,2024-06-26,Pix
4743,5379,875.26,2024-04-25,Cartão de Crédito
4744,7792,1484.86,2024-09-24,Boleto
4745,3696,1772.3,2023-08-08,Pix
4746,8863,127.59,2024-07-27,Cartão de Débito
4747,2049,610.34,2024-10-15,Pix
4748,1232,807.3,2023-12-12,Cartão de Débito
4749,7278,254.81,2022-12-29,Pix
4750,8626,1159.45,2024-03-18,Pix
4751,4514,670.86,2023-12-07,Cartão de Crédito
4752,4978,1909.73,2023-11-12,Boleto
4753,6453,1688.5,2024-11-23,Cartão de Crédito
4754,5258,77.35,2022-12-01,Boleto
4755,2287,454.8,2023-11-05,Cartão de Débito
4756,7185,1096.73,2024-07-20,Boleto
4757,2022,1955.84,2023-03-31,Cartão de Débito
4758,8034,808.73,2024-06-23,Boleto
4759,3713,387.63,2023-12-12,Cartão de Crédito
4760,6960,279.31,2023-08-16,Pix
4761,4742,1905.68,2022-11-23,Boleto
4762,69,1957.14,2022-09-27,Cartão de Débito
4763,1800,635.78,2022-12-16,Boleto
4764,2435,217.23,2024-04-22,Cartão de Débito
4765,4202,1701.28,2022-10-22,Cartão de Crédito
4766,4288,1411.29,2023-11-17,Boleto
4767,5722,617.53,2023-07-11,Cartão de Débito
4768,8769,1389.68,2022-01-28,Cartão de Débito
4769,2484,1283.25,2022-09-02,Cartão de Débito
4770,4380,1767.65,2023-02-11,Cartão de Crédito
4771,1178,1156.07,2024-07-06,Cartão de Crédito
4772,1420,1041.81,2024-10-01,Pix
4773,2863,1650.59,2022-02-14,Boleto
4774,9130,57.78,2023-09-11,Cartão de Crédito
4775,135,797.09,2022-01-17,Boleto
4776,899,1748.01,2024-01-18,Cartão de Crédito
4777,6933,842.3,2023-02-08,Cartão de Crédito
4778,7791,1486.07,2024-05-15,Boleto
4779,1383,164.84,2024-05-17,Cartão de Débito
4780,2340,1362.06,2024-03-22,Cartão de Débito
4781,830,1761.23,2024-05-21,Boleto
4782,5183,1277.94,2023-02-09,Boleto
4783,4151,957.34,2023-04-04,Boleto
4784,6664,1880.93,2022-04-22,Boleto
4785,7608,149.25,2024-02-13,Cartão de Débito
4786,19,1561.26,2024-03-15,Cartão de Débito
4787,4764,1453.14,2024-04-12,Boleto
4788,468,1917.94,2023-09-12,Cartão de Crédito
4789,3192,513.36,2022-01-12,Boleto
4790,2116,821.4,2023-12-16,Boleto
4791,4230,794.89,2023-11-08,Boleto
4792,9546,874.82,2022-01-22,Cartão de Débito
4793,1011,1267.75,2022-03-17,Cartão de Crédito
4794,7472,1687.05,2024-06-21,Boleto
4795,5324,1797.66,2023-01-10,Cartão de Crédito
4796,3387,1715.61,2023-01-20,Cartão de Débito
4797,2390,56.61,2022-05-15,Boleto
4798,5456,322.96,2023-08-26,Pix
4799,4485,92.87,2024-02-12,Boleto
4800,7563,886.64,2024-05-13,Pix
4801,1928,918.36,2022-08-17,Cartão de Débito
4802,3563,1953.09,2023-08-23,Cartão de Crédito
4803,5520,1601.3,2023-05-24,Pix
4804,3889,566.78,2023-02-04,Boleto
4805,7489,1827.48,2022-12-16,Cartão de Crédito
4806,2155,187.09,2023-08-25,Cartão de Crédito
4807,7895,592.02,2023-06-18,Cartão de Crédito
4808,9925,1222.0,2023-09-07,Cartão de Débito
4809,3058,496.94,2023-10-08,Pix
4810,8670,1700.51,2023-04-04,Boleto
4811,4782,309.09,2022-10-15,Cartão de Débito
4812,5878,473.97,2023-12-20,Boleto
4813,8957,1083.04,2022-03-12,Boleto
4814,9386,881.05,2024-07-10,Pix
4815,8395,1689.18,2023-03-23,Pix
4816,8306,272.7,2024-07-27,Boleto
4817,1967,102.44,2022-02-07,Pix
4818,4335,1400.57,2023-12-13,Cartão de Crédito
4819,2609,742.59,2023-11-07,Cartão de Crédito
4820,2247,805.67,2023-11-25,Cartão de Crédito
4821,1171,585.07,2024-03-06,Cartão de Débito
4822,5816,149.01,2024-03-14,Boleto
4823,7258,1077.84,2022-11-09,Cartão de Crédito
4824,5185,168.79,2022-09-06,Cartão de Débito
4825,5780,1024.35,2024-01-27,Pix
4826,4406,1233.32,2023-07-26,Cartão de Débito
4827,2725,322.46,2023-09-28,Pix
4828,4854,855.53,2022-06-22,Cartão de Débito
4829,4514,826.99,2023-01-15,Cartão de Crédito
4830,3181,1266.55,2022-10-15,Boleto
4831,3386,1884.32,2024-11-24,Boleto
4832,3036,1743.29,2024-04-16,Cartão de Débito
4833,2836,1186.66,2024-04-09,Cartão de Débito
4834,2395,1520.21,2024-09-17,Pix
4835,9107,1497.53,2024-10-21,Cartão de Crédito
4836,2176,940.68,2023-07-15,Boleto
4837,3298,1918.86,2024-07-02,Cartão de Crédito
4838,3788,883.97,2023-05-22,Cartão de Crédito
4839,7440,1503.63,2022-04-05,Pix
4840,8542,838.98,2022-05-23,Cartão de Crédito
4841,9490,1697.9,2024-09-22,Pix
4842,2094,1710.12,2023-10-08,Cartão de Crédito
4843,5092,395.27,2023-09-19,Boleto
4844,6211,591.08,2022-08-03,Pix
4845,9314,171.78,2024-10-24,Boleto
4846,2627,401.27,2023-07-11,Boleto
4847,8307,511.92,2024-02-20,Boleto
4848,9877,389.5,2022-09-04,Boleto
4849,4659,1656.64,2022-02-17,Boleto
4850,435,1810.73,2023-06-03,Pix
4851,8443,1557.19,2022-06-08,Cartão de Débito
4852,1656,734.39,2023-08-18,Cartão de Crédito
4853,7542,1169.88,2024-06-09,Cartão de Crédito
4854,6274,338.8,2023-01-24,Cartão de Débito
4855,4077,1918.3,2024-10-01,Cartão de Débito
4856,7996,1611.48,2023-03-07,Cartão de Débito
4857,3821,1375.78,2024-03-19,Cartão de Crédito
4858,1322,218.67,2022-04-10,Cartão de Débito
4859,1221,396.52,2024-04-04,Cartão de Crédito
4860,2208,1770.25,2023-12-28,Pix
4861,2693,1408.63,2021-12-14,Boleto
4862,4901,179.04,2023-09-13,Pix
4863,3074,210.83,2023-05-25,Cartão de Crédito
4864,1148,1692.89,2022-12-08,Cartão de Crédito
4865,4687,754.71,2024-10-13,Cartão de Crédito
4866,2867,270.3,2024-01-02,Cartão de Crédito
4867,9649,955.47,2024-10-31,Boleto
4868,3655,231.33,2022-09-03,Cartão de Débito
4869,1653,1225.4,2024-05-11,Cartão de Crédito
4870,5007,1693.52,2021-12-22,Pix
4871,2158,550.0,2022-09-12,Boleto
4872,8348,781.32,2022-07-01,Boleto
4873,5068,1294.52,2022-06-16,Cartão de Débito
4874,702,1779.84,2023-07-22,Cartão de Débito
4875,2616,875.55,2023-02-07,Pix
4876,9208,668.15,2023-08-15,Boleto
4877,8967,569.06,2022-05-05,Boleto
4878,9936,179.65,2022-02-16,Cartão de Crédito
4879,6077,1277.37,2022-12-02,Cartão de Débito
4880,4128,320.07,2024-10-29,Boleto
4881,9243,183.1,2024-07-11,Cartão de Crédito
4882,8598,881.76,2024-01-17,Cartão de Crédito
4883,6920,838.87,2022-07-20,Cartão de Débito
4884,3773,375.25,2021-12-24,Boleto
4885,7957,217.92,2022-06-01,Cartão de Crédito
4886,9889,1691.89,2023-05-01,Cartão de Débito
4887,9971,109.0,2023-12-12,Cartão de Débito
4888,8740,1393.71,2024-04-18,Cartão de Crédito
4889,8107,61.39,2023-07-05,Pix
4890,8138,1531.61,2021-12-01,Cartão de Débito
4891,4525,1461.09,2022-03-10,Boleto
4892,6942,381.6,2024-06-11,Boleto
4893,3716,1968.71,2022-04-20,Pix
4894,6585,1980.18,2023-05-13,Cartão de Crédito
4895,2015,261.16,2022-07-10,Cartão de Débito
4896,9076,82.97,2023-09-17,Pix
4897,2582,1539.92,2024-09-12,Pix
4898,8840,164.59,2024-06-28,Cartão de Débito
4899,1251,292.42,2022-02-13,Cartão de Crédito
4900,2328,971.35,2024-04-26,Cartão de Débito
4901,8766,26.51,2024-11-12,Cartão de Crédito
4902,7276,1910.38,2024-08-23,Boleto
4903,873,203.58,2022-07-15,Cartão de Crédito
4904,2433,1235.16,2022-01-08,Pix
4905,8687,498.51,2022-04-03,Pix
4906,4081,735.71,2024-10-20,Cartão de Débito
4907,3484,1188.55,2023-09-27,Pix
4908,2186,1618.69,2023-05-20,Cartão de Débito
4909,5599,1784.76,2023-08-22,Pix
4910,9641,656.87,2024-02-15,Cartão de Débito
4911,8384,1920.9,2024-07-25,Cartão de Crédito
4912,3395,421.65,2023-09-23,Boleto
4913,9383,1881.8,2023-08-25,Cartão de Débito
4914,7084,1772.88,2024-07-13,Cartão de Débito
4915,875,475.73,2023-12-09,Pix
4916,341,240.13,2024-08-28,Boleto
4917,7012,284.81,2024-03-29,Boleto
4918,9379,311.1,2023-10-15,Cartão de Débito
4919,8057,160.97,2023-12-21,Boleto
4920,78,1589.29,2023-11-21,Cartão de Crédito
4921,6387,480.43,2024-09-29,Cartão de Débito
4922,3299,560.89,2024-02-14,Pix
4923,2300,1858.21,2023-04-25,Cartão de Crédito
4924,9673,989.65,2022-05-09,Pix
4925,6885,1267.29,2022-03-19,Boleto
4926,7099,935.7,2024-04-14,Boleto
4927,127,398.36,2024-02-26,Cartão de Débito
4928,7882,489.42,2023-01-08,Cartão de Débito
4929,5719,1225.07,2023-02-22,Cartão de Crédito
4930,594,846.84,2022-01-16,Cartão de Débito
4931,4121,671.75,2022-05-24,Boleto
4932,4825,422.3,2024-09-06,Cartão de Débito
4933,7173,1980.53,2023-02-23,Cartão de Crédito
4934,8439,580.49,2022-05-10,Boleto
4935,7825,1401.92,2024-04-10,Cartão de Débito
4936,9110,1847.8,2023-05-26,Cartão de Crédito
4937,9586,681.44,2024-06-25,Pix
4938,2805,1078.27,2022-01-18,Pix
4939,7835,1874.56,2024-08-22,Cartão de Crédito
4940,6250,939.81,2024-02-13,Boleto
4941,8709,1421.13,2022-03-19,Boleto
4942,4970,688.95,2022-01-15,Cartão de Crédito
4943,4166,194.31,2024-09-23,Cartão de Crédito
4944,4672,1722.69,2023-04-29,Cartão de Crédito
4945,3927,213.31,2023-10-17,Cartão de Crédito
4946,3214,1237.0,2023-06-30,Cartão de Débito
4947,2379,563.74,2023-08-19,Cartão de Débito
4948,6938,639.16,2024-10-02,Cartão de Débito
4949,9010,957.39,2022-07-29,Cartão de Débito
4950,9797,1682.27,2022-09-16,Cartão de Débito
4951,3064,1219.08,2023-05-21,Cartão de Crédito
4952,6527,1580.25,2023-09-02,Boleto
4953,1585,1173.74,2023-07-24,Cartão de Crédito
4954,504,1908.73,2022-02-28,Boleto
4955,2885,1696.66,2023-12-21,Cartão de Crédito
4956,6291,386.22,2022-01-12,Cartão de Débito
4957,5346,400.65,2022-06-06,Boleto
4958,2483,894.77,2022-08-23,Boleto
4959,6573,1659.8,2022-03-23,Cartão de Crédito
4960,1597,1829.41,2022-11-16,Cartão de Débito
4961,1206,1004.12,2024-06-28,Boleto
4962,1631,1175.3,2023-10-26,Pix
4963,3020,729.98,2023-09-09,Boleto
4964,4266,1843.25,2024-06-27,Pix
4965,377,672.8,2023-02-12,Boleto
4966,3652,628.2,2022-12-30,Boleto
4967,145,720.79,2023-01-25,Boleto
4968,463,762.02,2024-06-15,Cartão de Débito
4969,1504,1103.9,2024-06-04,Cartão de Débito
4970,2401,1064.4,2024-07-30,Boleto
4971,9879,567.29,2024-07-23,Pix
4972,7067,903.79,2023-04-04,Boleto
4973,9572,1328.18,2022-12-31,Boleto
4974,35,605.67,2024-08-25,Boleto
4975,671,587.76,2021-12-31,Cartão de Crédito
4976,5978,1128.69,2024-09-01,Boleto
4977,8336,158.76,2023-08-31,Boleto
4978,9609,1811.06,2022-11-03,Boleto
4979,8737,1476.97,2023-02-25,Cartão de Débito
4980,4172,1836.37,2023-10-29,Boleto
4981,6676,1596.21,2023-09-10,Cartão de Débito
4982,1462,118.06,2024-11-19,Cartão de Crédito
4983,5163,1325.73,2024-04-11,Cartão de Débito
4984,4843,264.88,2023-04-10,Pix
4985,4167,586.8,2024-02-28,Cartão de Crédito
4986,9304,1729.04,2023-06-06,Cartão de Crédito
4987,6883,515.49,2024-02-05,Boleto
4988,1360,822.73,2023-09-05,Cartão de Débito
4989,4242,1158.8,2023-12-08,Cartão de Débito
4990,3026,1101.14,2024-03-19,Cartão de Débito
4991,6449,587.29,2024-06-17,Cartão de Crédito
4992,2920,1126.88,2023-01-24,Pix
4993,9838,779.11,2022-02-06,Cartão de Débito
4994,5048,720.77,2023-06-24,Boleto
4995,9140,785.02,2023-09-26,Boleto
4996,9280,1278.69,2024-05-02,Cartão de Crédito
4997,9682,1684.58,2022-04-27,Boleto
4998,3825,325.96,2023-05-18,Cartão de Débito
4999,1191,1444.0,2023-07-01,Boleto
5000,5445,668.67,2023-07-22,Boleto
5001,5814,1818.6,2023-03-22,Cartão de Débito
5002,2100,427.03,2022-06-24,Cartão de Crédito
5003,3944,832.25,2024-08-08,Pix
5004,785,853.39,2022-09-12,Cartão de Débito
5005,7946,1114.38,2024-07-08,Boleto
5006,2383,224.65,2023-02-13,Cartão de Débito
5007,8854,732.42,2023-07-30,Cartão de Crédito
5008,669,1778.24,2023-12-21,Cartão de Crédito
5009,3471,1255.77,2024-03-13,Cartão de Débito
