id_pedido,id_cliente,data_pedido,valor_total
4682,3788,2023-07-01,454.13
4683,5280,2023-03-23,751.09
4684,694,2023-04-21,715.4
4685,8709,2023-01-17,823.78
4686,5990,2024-02-24,601.23
4687,7833,2024-10-01,1872.4
4688,5627,2024-11-03,412.79
4689,1171,2023-02-13,1737.8
4690,2093,2024-01-08,1938.76
4691,3664,2023-01-29,1364.72
4692,8013,2023-09-08,208.24
4693,7500,2021-12-01,1581.88
4694,4790,2022-05-24,320.03
4695,6828,2024-11-03,1662.25
4696,8819,2023-03-20,312.28
4697,8895,2022-02-21,1518.03
4698,9192,2024-07-28,1850.85
4699,1308,2022-05-10,46.46
4700,7727,2022-03-30,1776.5
4701,9455,2023-05-09,108.93
4702,2326,2022-01-12,1416.58
4703,5058,2022-02-17,1815.38
4704,8806,2024-04-20,1035.89
4705,2953,2024-01-20,1518.15
4706,3219,2022-03-15,440.06
4707,1774,2023-03-02,1523.74
4708,5596,2024-06-29,812.44
4709,82,2024-08-24,1666.73
4710,24,2022-08-11,853.11
4711,9210,2023-09-16,1075.37
4712,5398,2022-11-26,256.45
4713,2813,2022-02-24,233.14
4714,4466,2023-11-29,1272.93
4715,5905,2023-11-16,541.44
4716,392,2024-04-09,903.73
4717,5482,2023-11-22,845.83
4718,67,2024-10-24,779.25
4719,6790,2022-01-13,304.35
4720,1692,2024-11-07,523.9
4721,8487,2022-02-19,1350.29
4722,9684,2024-09-28,1137.53
4723,7954,2024-05-23,1445.96
4724,6527,2024-08-26,1233.44
4725,9563,2023-08-08,382.23
4726,2698,2023-05-25,1924.21
4727,1343,2022-05-10,852.04
4728,7318,2023-02-22,780.16
4729,8872,2022-05-18,1629.28
4730,4780,2024-07-28,1908.17
4731,1481,2023-09-26,506.35
4732,9421,2023-10-31,1048.2
4733,5468,2023-03-26,975.35
4734,3573,2022-07-19,375.01
4735,7261,2022-06-05,273.75
4736,4794,2022-06-13,346.37
4737,4186,2024-01-08,1934.74
4738,6780,2022-04-04,229.27
4739,3122,2024-05-17,894.38
4740,7979,2023-12-06,1796.03
4741,9164,2023-11-30,1099.88
4742,1610,2024-01-20,1406.17
4743,3935,2022-02-02,411.82
4744,3337,2022-08-02,709.5
4745,4537,2023-02-14,1268.13
4746,4772,2024-07-23,1106.46
4747,2685,2022-11-17,124.87
4748,5557,2024-04-02,567.24
4749,8095,2023-12-10,1317.23
4750,9145,2024-08-29,1536.1
4751,7718,2023-05-17,1111.81
4752,3826,2022-09-07,390.7
4753,631,2022-01-04,740.45
4754,6758,2023-11-29,245.43
4755,867,2023-07-25,991.76
4756,8206,2023-02-24,1897.57
4757,4340,2023-04-04,1164.28
4758,2852,2023-12-02,1422.75
4759,8071,2023-02-08,340.11
4760,7791,2022-04-29,1595.24
4761,5047,2022-04-25,420.97
4762,6198,2024-01-22,1373.24
4763,7594,2022-07-31,616.68
4764,1485,2024-06-05,477.47
4765,4445,2023-01-06,1514.93
4766,1736,2023-09-18,1555.3
4767,2394,2022-03-30,1201.1
4768,2960,2024-09-23,436.12
4769,3582,2023-03-10,1166.13
4770,6297,2022-09-21,1753.33
4771,531,2022-01-21,1204.9
4772,8126,2024-05-19,702.79
4773,3823,2022-09-16,432.67
4774,65,2024-01-23,1941.54
4775,9017,2024-03-10,1743.25
4776,9726,2022-10-27,1996.57
4777,2489,2022-05-12,1473.69
4778,9258,2022-10-15,908.72
4779,6764,2024-03-12,1861.03
4780,6285,2023-06-17,1479.83
4781,9906,2024-09-16,1416.72
4782,5647,2024-09-28,54.19
4783,855,2024-11-22,1256.42
4784,5568,2022-09-21,1359.69
4785,8279,2023-05-10,149.87
4786,4819,2022-06-11,1215.25
4787,7810,2024-03-04,1564.93
4788,807,2023-07-05,1082.96
4789,5087,2021-12-10,1272.48
4790,3301,2023-10-31,1060.51
4791,5369,2022-09-09,646.2
4792,5564,2024-11-26,1228.33
4793,9525,2024-02-13,1560.33
4794,7516,2024-08-14,1977.24
4795,7862,2024-10-17,1250.35
4796,4214,2024-07-30,1596.77
4797,8027,2024-09-27,874.78
4798,8801,2023-12-06,1491.84
4799,4316,2024-04-21,1658.62
4800,2082,2022-03-13,1799.35
4801,9607,2022-09-04,313.0
4802,4781,2023-01-01,1630.64
4803,7842,2023-08-22,1906.55
4804,2673,2023-11-06,1191.89
4805,2361,2022-08-08,1471.85
4806,524,2023-02-26,1930.22
4807,7177,2022-10-04,915.4
4808,1535,2022-03-06,803.45
4809,6596,2023-09-01,657.54
4810,3298,2022-05-30,772.32
4811,8102,2022-12-07,1553.84
4812,1592,2023-11-01,1506.15
4813,6156,2023-08-26,161.93
4814,5657,2023-10-11,1361.43
4815,267,2022-12-29,815.09
4816,9195,2022-04-24,379.78
4817,4326,2022-11-19,1082.47
4818,1213,2022-01-20,1195.3
4819,7773,2024-07-30,290.32
4820,5022,2024-03-26,624.03
4821,5894,2023-09-12,1988.37
4822,914,2024-04-29,648.36
4823,6186,2024-09-24,1396.68
4824,5706,2022-02-04,413.3
4825,4189,2023-12-29,1698.41
4826,4457,2023-08-10,736.92
4827,6270,2022-10-14,757.84
4828,5800,2021-12-21,756.15
4829,3731,2022-06-25,407.98
4830,4459,2024-02-24,99.44
4831,2492,2024-08-08,1118.93
4832,1902,2024-03-09,1960.88
4833,3891,2023-12-16,1413.51
4834,4653,2021-12-27,1210.12
4835,7884,2024-05-13,474.12
4836,8709,2023-02-22,1921.23
4837,3349,2022-11-13,711.34
4838,539,2024-09-20,1563.06
4839,2540,2022-03-19,1097.21
4840,2267,2024-01-30,1382.97
4841,2655,2024-04-21,988.59
4842,4653,2022-03-27,366.14
4843,9153,2024-11-29,963.68
4844,3933,2021-12-02,1516.15
4845,1142,2022-02-10,1031.43
4846,8110,2022-06-26,74.05
4847,4733,2024-07-12,709.86
4848,5427,2023-05-11,1173.6
4849,8807,2024-02-17,569.07
4850,6667,2022-03-05,405.68
4851,9108,2024-06-23,1829.83
4852,3127,2022-03-20,250.32
4853,1123,2022-10-20,1453.41
4854,4583,2023-08-23,556.55
4855,768,2024-04-12,1167.48
4856,3835,2022-08-30,1929.77
4857,7468,2023-05-18,1614.05
4858,3760,2022-02-10,1945.28
4859,3387,2024-05-01,945.73
4860,2880,2024-09-15,1406.01
4861,1183,2024-03-17,1224.42
4862,9207,2024-07-04,1431.0
4863,9687,2023-09-01,1169.37
4864,2060,2022-11-29,952.39
4865,9134,2024-03-17,1075.83
4866,2969,2023-11-23,1029.65
4867,82,2023-06-11,469.48
4868,1590,2024-02-17,1592.95
4869,2782,2024-06-27,860.63
4870,5221,2022-05-21,964.84
4871,9610,2023-09-10,1302.38
4872,7767,2024-05-14,1975.94
4873,3177,2023-06-10,274.67
4874,3120,2023-01-18,281.5
4875,8538,2023-08-17,952.16
4876,3135,2022-01-22,1735.09
4877,9629,2024-07-19,1005.2
4878,4615,2021-12-19,466.86
4879,3544,2024-04-01,1657.82
4880,5273,2024-04-09,1333.7
4881,4443,2022-04-19,619.78
4882,1018,2024-09-15,155.32
4883,7322,2023-01-01,1124.4
4884,619,2022-03-23,155.26
4885,8353,2021-12-05,392.71
4886,5569,2024-06-17,1847.81
4887,2672,2024-07-30,1793.33
4888,7126,2022-07-27,1768.09
4889,9680,2022-02-25,174.74
4890,4726,2022-12-05,673.56
4891,2505,2024-11-03,1031.48
4892,4104,2024-02-26,1888.02
4893,363,2023-04-02,921.81
4894,1704,2024-05-09,193.97
4895,1156,2023-07-08,1518.57
4896,2292,2024-09-11,630.66
4897,9970,2024-09-11,814.88
4898,2989,2023-11-11,308.39
4899,1421,2022-04-18,1953.16
4900,1609,2024-09-27,516.6
4901,6230,2024-04-20,1692.68
4902,6204,2024-08-11,59.8
4903,1548,2024-06-07,851.81
4904,1339,2023-03-16,836.93
4905,7830,2022-09-14,1093.19
4906,6030,2022-07-03,1101.89
4907,221,2022-08-20,1206.01
4908,1878,2023-07-14,1761.11
4909,621,2022-03-04,740.44
4910,8452,2023-11-10,1458.77
4911,2025,2022-02-12,1057.21
4912,6853,2022-04-25,112.96
4913,9604,2023-06-04,1511.18
4914,3412,2023-06-05,938.98
4915,5075,2024-07-16,804.95
4916,3278,2024-01-10,1221.92
4917,1288,2024-09-28,673.26
4918,9746,2024-06-14,209.12
4919,2382,2023-09-24,1487.49
4920,6306,2024-02-01,647.14
4921,6725,2022-06-17,1853.83
4922,5421,2023-05-02,1054.01
4923,3724,2022-10-04,483.77
4924,833,2024-02-28,1177.2
4925,8005,2022-09-04,1309.77
4926,7111,2022-12-02,1494.69
4927,3088,2022-07-31,240.78
4928,7713,2022-04-11,404.38
4929,2032,2022-01-18,760.08
4930,6897,2022-08-13,960.26
4931,5351,2021-12-02,1836.34
4932,2396,2022-11-18,79.92
4933,7731,2024-03-12,1909.65
4934,2755,2022-02-26,1021.25
4935,3003,2024-04-13,754.51
4936,7456,2023-03-22,216.61
4937,5386,2024-08-16,832.17
4938,3293,2023-08-11,1477.4
4939,9818,2024-05-27,396.38
4940,2918,2022-09-04,64.36
4941,1786,2024-08-02,614.51
4942,3655,2022-12-13,379.12
4943,1488,2022-07-18,996.12
4944,1944,2023-02-05,1952.9
4945,9114,2022-10-31,1918.57
4946,856,2023-05-23,1977.25
4947,3634,2024-03-02,1544.64
4948,473,2022-03-23,376.02
4949,7532,2023-10-27,1033.07
4950,4185,2023-01-17,746.5
4951,1955,2024-10-05,633.06
4952,2582,2023-10-15,1834.35
4953,8187,2023-01-22,1348.16
4954,7858,2022-02-19,650.44
4955,677,2024-07-31,1723.13
4956,4913,2022-01-26,1275.81
4957,3144,2024-05-26,1981.72
4958,9287,2024-10-27,652.72
4959,5522,2021-12-08,846.17
4960,6249,2024-05-16,539.9
4961,282,2022-09-03,1866.31
4962,187,2022-01-19,179.5
4963,1603,2021-12-31,766.64
4964,2889,2023-12-10,1942.25
4965,406,2023-12-15,596.27
4966,8954,2024-02-05,1300.72
4967,9289,2024-01-28,1521.9
4968,9802,2024-01-10,591.65
4969,5049,2024-10-23,1685.2
4970,5099,2023-09-08,325.12
4971,3731,2024-03-14,1745.09
4972,6716,2023-09-17,270.54
4973,8518,2022-07-17,849.7
4974,6952,2024-09-01,1443.74
4975,3287,2022-10-11,640.71
4976,934,2021-12-07,1050.73
4977,5251,2024-02-13,1642.34
4978,4805,2022-07-25,1372.55
4979,6683,2023-11-08,1499.63
4980,6408,2022-07-06,110.71
4981,6860,2024-07-15,1890.43
4982,4350,2022-02-24,1459.24
4983,5966,2022-12-28,1505.19
4984,7435,2022-07-09,449.52
4985,7325,2022-04-30,1749.55
4986,7291,2024-02-28,369.97
4987,735,2023-12-19,1810.79
4988,2904,2024-04-18,444.03
4989,8005,2024-01-16,885.13
4990,982,2024-02-26,1378.22
4991,9740,2024-06-18,978.42
4992,1372,2022-03-18,162.45
4993,7740,2022-01-05,1768.44
4994,1401,2022-10-10,983.02
4995,1458,2023-02-15,1333.1
4996,9513,2024-10-19,1930.24
4997,2746,2023-05-31,155.69
4998,326,2023-07-03,986.61
4999,2260,2022-12-05,1715.49
5000,3174,2024-11-10,1724.39
5001,3550,2022-03-08,1343.51
5002,2469,2024-02-12,759.56
5003,7903,2023-06-06,334.84
5004,4565,2022-10-21,1657.37
5005,8574,2023-10-29,544.53
5006,2069,2023-02-16,149.33
5007,6710,2022-11-14,158.14
5008,4362,2022-09-08,1836.27
5009,1059,2024-09-17,154.45
5010,7577,2022-05-26,1444.74
5011,5600,2022-01-01,258.2
5012,5128,2021-12-16,1426.04
5013,8149,2022-05-09,1612.2
5014,2490,2024-05-15,766.46
5015,1296,2023-01-10,994.38
5016,4582,2023-05-20,1180.08
5017,6783,2021-12-15,1878.36
5018,1362,2023-05-31,1597.64
5019,6084,2023-05-10,683.7
5020,4758,2023-02-20,1043.36
5021,6904,2023-05-08,968.06
5022,9458,2024-04-30,438.32
5023,7308,2023-05-28,1307.8
5024,3274,2023-07-21,1043.24
5025,6613,2022-04-27,1072.04
5026,2767,2022-05-03,430.11
5027,9117,2024-05-29,1007.65
5028,5201,2023-09-22,1316.76
5029,6367,2024-05-30,849.52
5030,5502,2023-06-22,475.45
5031,4730,2022-08-22,1994.87
5032,1467,2023-11-27,564.37
5033,6521,2024-07-18,1578.97
5034,3532,2024-09-15,1140.52
5035,7141,2023-11-13,172.29
5036,2822,2022-10-24,799.47
5037,7649,2023-04-10,1200.81
5038,4989,2022-08-03,356.4
5039,6051,2024-11-16,587.63
5040,3203,2023-03-02,919.07
5041,1028,2024-05-02,121.96
5042,1438,2024-05-06,257.63
5043,8921,2024-10-30,1028.43
5044,4482,2022-11-26,1330.2
5045,8370,2023-06-09,1505.94
5046,5190,2022-07-08,1165.63
5047,5956,2022-02-24,878.96
5048,8363,2023-09-06,1295.71
5049,4745,2023-06-18,803.22
5050,7899,2023-11-17,853.63
5051,6356,2024-04-14,610.88
5052,9079,2023-10-01,709.44
5053,1200,2024-05-12,1063.46
5054,9528,2023-10-20,850.01
5055,7584,2021-12-10,1430.57
5056,880,2024-10-25,645.16
5057,5973,2022-09-26,807.43
5058,5107,2022-01-30,1482.48
5059,112,2024-03-23,1974.08
5060,7188,2022-05-25,1981.09
5061,2919,2023-04-24,491.83
5062,1836,2023-10-14,1885.6
5063,9415,2023-02-25,941.45
5064,7279,2023-06-12,1952.14
5065,9509,2023-07-26,758.25
5066,5200,2024-11-23,173.73
5067,2335,2024-07-18,168.32
5068,8849,2024-02-15,749.38
5069,3660,2023-10-22,942.89
5070,7753,2024-04-18,213.13
5071,4363,2024-10-21,1742.77
5072,2555,2024-08-24,1800.34
5073,2019,2023-01-25,1273.81
5074,4699,2024-01-01,293.42
5075,7208,2024-08-09,1929.04
5076,7976,2023-10-27,1767.98
5077,1877,2023-06-17,217.93
5078,7698,2022-09-29,1038.81
5079,9973,2024-06-13,1575.56
5080,6893,2024-01-26,1935.83
5081,7859,2023-11-18,304.6
5082,199,2021-12-19,552.04
5083,14,2023-04-17,1631.01
5084,708,2022-03-14,446.01
5085,6390,2024-08-08,202.81
5086,8139,2021-12-04,520.35
5087,3476,2023-03-22,1238.82
5088,2854,2023-09-04,1658.83
5089,3004,2024-09-25,512.84
5090,2028,2022-03-23,677.14
5091,2326,2022-10-31,270.77
5092,9587,2023-08-16,542.61
5093,1567,2021-12-03,1517.65
5094,6210,2022-11-23,591.25
5095,6798,2024-08-14,1377.79
5096,9351,2023-11-13,877.31
5097,8014,2022-08-18,1716.53
5098,7409,2023-01-24,20.87
5099,1411,2023-05-24,1377.89
5100,7280,2023-06-14,397.15
5101,3124,2022-03-09,500.47
5102,6450,2022-04-06,1100.86
5103,3155,2023-10-21,232.63
5104,2684,2023-03-14,85.06
5105,8783,2022-07-27,1059.89
5106,2517,2021-12-28,1946.04
5107,4177,2022-09-22,795.92
5108,7650,2024-03-22,588.19
5109,8609,2024-11-25,948.32
5110,3491,2023-01-09,622.79
5111,1076,2023-01-03,1151.81
5112,2601,2024-05-07,444.21
5113,2602,2023-03-14,1676.79
5114,5605,2023-07-09,874.31
5115,4836,2022-12-17,66.7
5116,1372,2024-06-21,1983.08
5117,4955,2022-09-10,122.0
5118,4682,2024-08-06,1219.88
5119,5264,2024-10-13,1577.66
5120,2479,2023-10-27,1019.58
5121,6592,2023-02-22,1404.11
5122,955,2022-08-28,785.05
5123,9480,2023-07-27,739.08
5124,1179,2023-03-18,681.83
5125,602,2023-03-29,1732.39
5126,3858,2023-09-06,567.09
5127,4797,2023-06-26,773.97
5128,2110,2022-11-04,1582.24
5129,4116,2024-08-09,1104.55
5130,4507,2022-02-22,332.74
5131,3704,2022-07-27,528.47
5132,6109,2024-04-27,663.23
5133,3273,2022-09-22,1285.05
5134,2152,2022-11-11,862.48
5135,4006,2023-10-30,1381.61
5136,1074,2024-06-26,1276.69
5137,5779,2024-11-09,1670.14
5138,6376,2023-12-13,1049.14
5139,5866,2023-05-08,1106.8
5140,5471,2024-05-30,367.41
5141,8621,2024-04-09,903.43
5142,7659,2022-08-19,700.44
5143,1019,2022-06-02,1496.74
5144,8141,2022-06-05,970.31
5145,3920,2022-09-26,925.58
5146,7727,2024-04-03,96.88
5147,1539,2023-08-30,1878.47
5148,2414,2024-05-27,1525.85
5149,6357,2024-10-05,1074.87
5150,938,2022-03-11,1501.74
5151,3669,2024-10-13,181.82
5152,7318,2023-07-30,1263.91
5153,1898,2021-12-31,1174.79
5154,565,2023-04-21,1305.81
5155,639,2024-06-14,592.2
5156,7660,2024-02-01,891.87
5157,4256,2024-02-27,1566.59
5158,7274,2024-04-02,1737.64
5159,8774,2021-12-21,1704.95
5160,3478,2023-09-23,1411.84
5161,9281,2022-03-11,1843.9
5162,3674,2023-10-15,382.51
5163,8397,2022-01-12,820.57
5164,3594,2023-03-22,453.25
5165,4923,2022-03-12,691.57
5166,8330,2024-11-15,394.14
5167,274,2022-11-24,1126.94
5168,7935,2022-02-04,979.97
5169,7644,2022-08-28,309.26
5170,1785,2023-01-02,974.09
5171,7298,2022-02-05,746.57
5172,1945,2022-01-24,1881.76
5173,7611,2022-10-24,393.95
5174,5876,2022-05-08,1259.18
5175,317,2024-04-29,1902.84
5176,1758,2022-09-04,1091.31
5177,3099,2022-01-19,1159.18
5178,5377,2022-10-22,649.64
5179,7413,2024-05-17,1856.16
5180,7713,2024-10-23,1404.03
5181,7223,2023-06-06,1028.97
5182,9880,2024-02-17,416.89
5183,2358,2023-12-20,279.4
5184,8617,2024-08-14,808.41
5185,6947,2024-03-29,1524.21
5186,3128,2023-08-07,157.32
5187,1122,2023-11-07,932.31
5188,7689,2021-12-19,1236.97
5189,6101,2024-08-16,621.65
5190,642,2022-10-25,1026.56
5191,8378,2022-09-18,768.22
5192,8110,2023-01-28,640.66
5193,3844,2022-11-09,1276.14
5194,1488,2022-08-13,1752.56
5195,3356,2023-11-01,72.44
5196,9696,2024-09-15,185.75
5197,3526,2022-12-22,939.26
5198,7193,2024-03-04,1942.55
5199,4634,2023-02-26,796.05
5200,7041,2024-03-12,1620.77
5201,5938,2024-10-01,46.9
5202,5839,2023-03-29,108.46
5203,4324,2023-06-25,920.09
5204,9282,2022-08-10,442.72
5205,3150,2023-05-28,1429.26
5206,7488,2024-09-02,364.73
5207,8727,2024-01-19,1001.24
5208,5014,2024-08-29,38.78
5209,810,2022-12-28,579.75
5210,7827,2024-10-02,471.3
5211,2040,2023-05-08,188.62
5212,9068,2023-01-26,294.94
5213,6013,2024-07-26,445.89
5214,2046,2023-07-02,1040.81
5215,1423,2023-11-07,1346.85
5216,575,2024-02-24,1922.48
5217,5865,2022-01-05,219.23
5218,8089,2023-01-11,1652.86
5219,1604,2024-10-13,226.09
5220,8928,2024-05-31,420.91
5221,7048,2023-03-31,1588.93
5222,40,2022-01-01,259.99
5223,4326,2022-03-11,1877.72
5224,3943,2024-06-08,845.75
5225,2398,2022-09-27,1547.87
5226,4443,2022-08-20,91.9
5227,8193,2023-08-16,1328.43
5228,6730,2022-05-07,999.61
5229,3993,2023-10-15,1137.1
5230,3221,2023-03-05,564.06
5231,6169,2024-08-24,1937.06
5232,9165,2023-06-18,142.86
5233,8365,2024-07-13,281.58
5234,3609,2022-03-05,333.98
5235,1,2024-02-26,479.03
5236,6691,2024-02-19,1994.36
5237,481,2022-08-06,729.95
5238,5981,2023-03-31,1720.08
5239,9826,2023-07-14,1353.2
5240,1049,2023-06-30,1203.97
5241,8646,2022-02-14,1082.25
5242,2777,2021-12-01,1438.19
5243,5152,2023-01-22,257.22
5244,4024,2022-12-31,996.46
5245,431,2023-09-27,1441.18
5246,4572,2022-08-08,1869.5
5247,4057,2023-03-30,507.05
5248,4979,2023-01-11,163.92
5249,8932,2022-06-05,1667.46
5250,3996,2024-10-04,1451.87
5251,7000,2023-03-14,316.36
5252,8419,2023-01-21,361.8
5253,4492,2022-08-30,369.99
5254,9076,2024-03-23,1680.04
5255,2571,2023-06-26,1556.38
5256,6550,2024-05-03,407.61
5257,8121,2024-02-20,103.07
5258,3094,2022-07-10,966.77
5259,5518,2022-02-21,1460.08
5260,6699,2023-08-15,1674.83
5261,7314,2022-11-13,91.56
5262,4350,2024-03-18,516.88
5263,3639,2022-03-18,464.53
5264,1886,2024-10-11,1579.42
5265,6475,2022-05-22,105.94
5266,4673,2022-03-14,741.95
5267,4701,2023-10-31,1703.59
5268,4292,2022-06-04,1632.9
5269,3108,2024-05-21,657.35
5270,7840,2023-05-30,1293.52
5271,5645,2024-07-20,1127.42
5272,5997,2021-12-29,1451.85
5273,3572,2022-03-22,1035.64
5274,27,2022-03-05,1989.98
5275,2536,2022-04-02,1871.9
5276,2638,2024-01-19,1890.98
5277,7624,2023-11-15,194.22
5278,1368,2024-10-11,672.42
5279,9004,2023-04-16,1813.79
5280,7578,2023-05-16,281.67
5281,3851,2021-12-22,1046.42
5282,3010,2023-02-15,1703.28
5283,6287,2022-07-17,25.21
5284,4519,2022-07-15,724.02
5285,9596,2022-09-25,701.05
5286,1426,2023-01-28,1209.72
5287,1860,2022-02-13,1964.03
5288,3987,2024-08-02,153.04
5289,5578,2023-09-13,1562.15
5290,3241,2024-01-16,1900.18
5291,1781,2024-11-22,1208.12
5292,1562,2023-03-25,810.84
5293,3206,2022-12-06,1781.53
5294,6616,2024-06-22,1603.4
5295,9469,2022-09-05,1709.71
5296,6633,2023-12-19,1990.2
5297,7281,2023-10-24,1147.55
5298,8776,2023-01-08,1931.58
5299,4685,2023-12-26,1637.37
5300,8842,2022-06-28,1664.64
5301,9755,2023-08-26,1510.26
5302,1527,2023-01-25,1047.86
5303,461,2023-02-13,1679.78
5304,42,2023-01-31,735.87
5305,5646,2024-04-04,1905.58
5306,6646,2023-04-22,1312.83
5307,5222,2022-08-23,671.25
5308,4018,2024-05-26,1204.51
5309,9968,2024-04-22,1710.68
5310,6995,2024-05-31,1869.93
5311,3698,2023-12-09,1091.71
5312,1413,2023-09-25,1962.07
5313,2829,2022-11-26,564.5
5314,9660,2021-12-26,766.95
5315,673,2023-01-09,628.03
5316,7346,2023-06-04,1231.98
5317,1584,2021-12-10,993.19
5318,8098,2022-08-06,197.2
5319,1868,2022-02-11,1228.39
5320,8534,2024-05-03,434.12
5321,7005,2023-04-14,1707.21
5322,6348,2023-12-17,398.92
5323,160,2024-07-06,946.99
5324,9601,2022-07-11,775.51
5325,1678,2023-02-24,999.95
5326,5542,2023-02-18,1861.24
5327,9031,2023-03-14,1599.34
5328,5432,2024-10-10,62.85
5329,8070,2024-05-13,231.84
5330,7825,2023-11-19,1868.48
5331,6770,2024-09-12,1044.23
5332,5381,2022-08-16,1698.56
5333,7965,2023-10-31,811.87
5334,6064,2024-05-18,690.82
5335,2467,2022-01-30,1488.5
5336,2308,2024-11-10,1796.69
5337,7296,2021-12-20,239.31
5338,9494,2022-03-07,614.73
5339,8988,2022-11-17,390.18
5340,7901,2022-05-02,1991.98
5341,1034,2021-12-22,984.97
5342,8769,2023-10-12,1539.49
5343,8187,2024-09-04,539.03
5344,7051,2022-12-06,721.68
5345,7086,2022-07-28,1254.61
5346,2042,2023-09-29,1310.72
5347,4003,2023-02-26,463.89
5348,5626,2022-03-08,935.82
5349,9893,2023-03-27,1340.06
5350,9630,2023-05-19,1449.29
5351,5594,2023-10-13,21.33
5352,6123,2022-11-30,701.63
5353,2240,2023-08-31,882.93
5354,8408,2022-01-19,693.14
5355,5984,2024-10-11,959.58
5356,3948,2022-04-04,1208.55
5357,4345,2022-09-03,1758.61
5358,7451,2022-11-29,1682.34
5359,2002,2024-11-05,624.44
5360,7128,2024-06-17,1950.29
5361,5890,2024-10-31,1126.12
5362,7351,2023-05-05,938.17
5363,7960,2023-02-23,1743.36
5364,6646,2023-05-12,140.15
5365,4662,2023-12-15,464.14
5366,6521,2022-10-14,141.56
5367,5983,2022-07-25,1802.32
5368,9316,2023-09-30,611.52
5369,313,2022-12-20,1567.87
5370,5027,2024-02-05,884.54
5371,129,2022-04-18,1292.46
5372,2,2022-09-21,1707.76
5373,7929,2023-10-15,635.79
5374,8759,2022-12-23,1424.85
5375,1149,2024-01-17,1859.72
5376,1013,2022-07-05,1121.22
5377,6068,2022-12-14,1237.12
5378,4854,2023-10-28,1243.05
5379,8357,2022-02-21,29.82
5380,6194,2023-01-26,1659.71
5381,9999,2022-10-19,1473.68
5382,9914,2024-05-15,1867.06
5383,37,2023-12-09,813.64
5384,7197,2023-02-10,1729.92
5385,7812,2023-04-10,1697.8
5386,771,2022-03-01,771.56
5387,2131,2023-12-21,170.97
5388,7940,2023-12-08,1125.65
5389,386,2022-11-11,1952.48
5390,3522,2022-08-21,1092.82
5391,5575,2022-05-10,120.19
5392,6482,2024-10-31,274.08
5393,4609,2024-08-27,1956.15
5394,4053,2024-10-22,666.85
5395,7904,2023-07-22,359.17
5396,2771,2023-08-08,664.46
5397,7256,2023-08-08,120.83
5398,9602,2022-03-07,1150.29
5399,7423,2022-09-02,963.38
5400,8996,2023-09-23,1953.16
5401,1273,2023-07-28,860.82
5402,116,2023-03-06,1273.31
5403,874,2024-08-05,958.4
5404,5183,2023-03-06,1910.71
5405,1426,2023-10-12,1862.45
5406,8460,2022-03-07,1889.43
5407,5451,2023-11-02,347.48
5408,6399,2022-06-25,1252.69
5409,6174,2024-01-28,188.11
5410,3085,2024-11-10,1343.31
5411,3116,2023-05-17,665.29
5412,6367,2023-11-07,1830.47
5413,7842,2023-04-25,731.19
5414,1339,2023-12-04,210.7
5415,185,2022-06-21,1897.73
5416,5968,2023-04-10,370.2
5417,3920,2022-03-05,1006.56
5418,6559,2023-12-05,1676.98
5419,627,2024-03-06,1620.07
5420,5634,2023-11-11,1331.03
5421,3869,2024-10-12,1269.8
5422,2252,2022-10-17,904.1
5423,6660,2023-02-15,645.1
5424,1767,2022-06-18,938.92
5425,7031,2023-07-26,1750.56
5426,4256,2023-01-16,1520.52
5427,2041,2024-11-27,1512.94
5428,3522,2024-08-20,261.32
5429,1071,2023-05-12,1595.72
5430,5557,2023-07-20,1430.64
5431,4949,2022-09-17,743.49
5432,8431,2024-08-07,1062.78
5433,4374,2022-07-27,1844.58
5434,6190,2022-10-06,630.7
5435,2403,2024-03-21,777.03
5436,1445,2022-02-20,1164.69
5437,6153,2023-01-04,825.58
5438,6317,2024-02-20,1152.66
5439,9511,2023-09-08,209.81
5440,402,2022-06-26,1319.55
5441,4448,2022-02-16,466.93
5442,3304,2022-05-03,1835.36
5443,5481,2024-09-27,1721.71
5444,1494,2021-12-05,840.33
5445,2222,2024-09-02,1480.11
5446,9454,2024-04-22,120.52
5447,2932,2023-03-29,1751.14
5448,7742,2022-11-06,1843.11
5449,7233,2022-05-20,953.37
5450,6239,2023-12-10,1633.4
5451,2240,2024-11-03,1445.37
5452,4683,2023-05-10,1639.33
5453,1367,2023-03-07,872.0
5454,8836,2024-01-29,1350.69
5455,2742,2023-04-29,352.18
5456,3088,2023-06-10,1152.88
5457,5221,2024-10-07,1818.71
5458,8641,2022-07-29,1940.89
5459,9474,2023-07-05,51.14
5460,8092,2023-12-05,1786.99
5461,6948,2023-09-12,873.56
5462,6538,2022-01-13,1077.53
5463,6246,2022-07-13,668.83
5464,8111,2023-12-29,62.02
5465,9624,2024-07-14,1963.84
5466,1140,2024-06-17,1278.5
5467,8468,2022-09-20,255.69
5468,3226,2023-02-09,1423.02
5469,8632,2022-06-22,838.21
5470,9867,2024-11-02,822.12
5471,2229,2022-03-29,1876.42
5472,3832,2022-11-20,935.54
5473,6271,2024-09-18,559.71
5474,1131,2022-04-09,567.89
5475,8371,2023-08-17,1125.08
5476,5676,2024-02-21,1373.77
5477,9765,2024-10-08,1609.75
5478,4030,2023-12-27,690.93
5479,269,2024-08-01,1774.41
5480,222,2023-12-09,1921.66
5481,9332,2021-12-11,754.15
5482,9005,2023-04-30,48.67
